net_flow_usd_24h,taker_buy_volume_usd_24h,taker_sell_volume_usd_24h,match_time_ms,source,symbol,match_time_iso
23820283.86551,624495117.53824,600674833.6727297,1788303599999,INFLOW24_net_taker_inflow,ZECUSDT,2026-09-01T22:59:59.999000Z
11734166.385600004,423840986.91819996,412106820.53260005,1788303599999,INFLOW24_net_taker_inflow,CLUSDT,2026-09-01T22:59:59.999000Z
8363135.110959917,1354567912.5917897,1346204777.48083,1788303599999,INFLOW24_net_taker_inflow,XAUUSDT,2026-09-01T22:59:59.999000Z
8324750.137919999,202559970.70891002,194235220.57098997,1788303599999,INFLOW24_net_taker_inflow,USELESSUSDT,2026-09-01T22:59:59.999000Z
6712977.406530002,52307278.20233,45594300.7958,1788303599999,INFLOW24_net_taker_inflow,TRXUSDT,2026-09-01T22:59:59.999000Z
5755247.610094001,92504254.236176,86749006.62608199,1788303599999,INFLOW24_net_taker_inflow,龙虾USDT,2026-09-01T22:59:59.999000Z
